 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,62741,4589,57628,524,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,39514,2325,36966,223,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,13980,718,13014,248,0,0,0,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,32901,1387,31091,423,0,0,0,0,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,23574,1263,21946,365,0,0,0,0,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,50971,3219,46967,785,0,0,0,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,117056,7599,107718,1739,0,0,0,0,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,22593,912,21466,215,0,0,0,0,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,31191,2274,28429,488,0,0,0,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,87532,6755,79753,1024,0,0,0,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,49026,2975,45524,527,0,0,0,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,140942,6762,132277,1903,0,0,0,0,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,45538,1885,43188,465,0,0,0,0,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,63155,2470,60250,435,0,0,0,0,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,90190,4942,84124,1124,0,0,0,0,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,59497,4132,54922,443,0,0,0,0,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,34031,2229,31173,629,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,115861,9945,104879,1037,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,63430,3954,58797,679,0,0,0,0,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,56318,1586,53573,1159,0,0,0,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,51889,3162,48363,364,0,0,0,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,54482,3577,50353,552,0,0,0,0,0,,
736,TN,Tamil Nadu,TN_Mayiladuthurai,Mayiladuthurai,25472,1143,24007,322,0,0,0,0,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,8320,784,7495,39,2,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,9203,619,8499,81,4,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,5105,243,4807,55,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,8637,751,7843,36,7,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,7150,338,6725,85,2,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,11673,935,10678,57,3,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,9946,791,9081,70,4,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,39457,2647,36308,459,43,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,34852,1529,32863,460,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,24984,824,24049,111,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,5676,237,5284,155,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,11107,414,10550,143,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,18837,642,17990,205,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,10704,219,10277,208,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,18601,343,17967,291,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,19011,552,18228,231,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,10931,311,10481,139,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,12860,552,12130,178,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,22410,315,21856,239,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,8067,248,7681,138,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,11635,312,11161,162,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,22835,950,21660,225,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,49208,1483,47348,377,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,12799,287,12181,331,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,8213,258,7791,164,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,17571,841,16602,128,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,17128,850,16177,101,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,25358,1222,23889,247,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,17495,340,16791,364,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,7513,184,7250,79,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,21595,564,20806,225,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,11687,588,10999,100,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,15641,811,14535,295,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,11654,575,10884,195,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,7647,513,6994,140,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,10349,317,9896,136,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,93051,4529,88047,475,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,81366,2982,77915,469,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,23467,630,22552,285,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,13790,541,12975,274,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,65223,1611,62757,855,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,5638,203,5333,102,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,14912,563,14129,220,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,16334,941,15039,354,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,3674,88,3543,43,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,12848,632,12012,204,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,23852,474,23139,239,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,41907,2596,38647,664,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,10209,541,9552,116,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,6756,269,6377,110,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,91504,3223,86368,1913,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,4801,94,4653,54,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,4637,135,4431,71,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,16076,243,15605,228,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,27679,1505,25877,297,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,13780,519,13131,130,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,283460,13352,267447,2661,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,13539,307,13090,142,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,4389,42,4261,86,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,11430,265,10977,188,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,25328,593,24330,405,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,8799,153,8565,81,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,87169,2763,83486,920,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,11831,170,11543,118,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,45693,956,44376,361,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,37613,1100,36240,273,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,12141,574,11372,195,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,16471,179,16128,164,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,85808,2305,82409,1094,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,19802,1219,18238,345,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,14507,453,13903,151,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,38132,1357,36352,423,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,10921,360,10453,108,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,8595,153,8344,98,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,23014,813,21756,445,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,16099,891,15161,47,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,4903,210,4656,37,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,10664,582,9981,101,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,14521,891,13444,186,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,18262,525,17484,253,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,16471,650,15680,141,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,16170,390,15526,254,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,95491,2540,91973,978,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,14790,969,12846,199,776,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,7219,425,6646,61,87,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,14175,995,12841,63,276,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,9012,688,8062,53,209,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,137251,14123,118681,3586,861,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,61637,3807,55260,1035,1535,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,48777,3779,43876,956,166,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,21635,2198,17503,323,1611,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,11890,794,10712,184,200,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,10158,891,8924,106,237,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,17545,1038,15309,110,1088,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,45086,1284,41998,764,1040,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,13526,230,12762,74,460,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,17828,617,17107,104,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,42751,1322,41152,277,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,56243,2697,53218,328,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,32780,889,31790,101,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,22299,914,21201,184,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,66942,1917,64454,571,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,106479,2668,102727,1084,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,123900,2832,119449,1619,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,47966,1386,45968,612,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,15184,578,14577,29,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,8099,250,7793,56,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,442729,12882,424347,5500,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,43199,1873,41133,193,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,40827,1246,39245,336,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,85854,2187,82750,917,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,398512,9343,383976,5193,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,74604,2191,72026,387,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,61452,1371,59563,518,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,54350,2162,51962,226,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,67140,672,66055,413,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,23767,805,22844,118,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,125306,3901,119948,1457,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,24585,1022,23308,255,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,9572,485,8958,129,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,113376,-508860,619706,1183,1347,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,1814500,32388,1756369,25743,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,228660,9643,215564,3453,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,29,-21,49,1,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,1697,-122097,123700,94,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,7180,-22988,29421,257,490,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,1501,-709497,706947,4051,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
